Longitude,Latitude
0,-0.19079100000000002,51.558191
1,-0.1394,51.527208
2,-0.172763,51.546914
3,-0.162397,51.544675
4,-0.182374,51.538835
5,-0.189391,51.551686
6,-0.15770599999999999,51.553684000000004
7,-0.12490599999999999,51.519262
8,-0.12241099999999999,51.524195
9,-0.117532,51.520501
10,-0.12529,51.525689
11,-0.144251,51.529497
12,-0.12848199999999999,51.533626
13,-0.172971,51.548913
14,-0.133169,51.538197
15,-0.12296199999999999,51.515714
16,-0.194821,51.558082
17,-0.21035399999999999,51.554516
18,-0.18058,51.557404
19,-0.114336,51.525639
20,-0.163358,51.553763000000004
21,-0.133918,51.539981
22,-0.121429,51.521427
23,-0.198687,51.553708
24,-0.146402,51.564926
25,-0.159262,51.540884999999996
26,-0.20363,51.551986
27,-0.161082,51.548305
28,-0.141678,51.545949
29,-0.115106,51.516425
30,-0.153873,51.545764
31,-0.140071,51.545393
32,-0.145783,51.559926000000004
33,-0.17786300000000002,51.553917
34,-0.119867,51.519109
35,-0.167252,51.557709
36,-0.17619200000000002,51.541608000000004
37,-0.129462,51.547706
38,-0.132954,51.535343
39,-0.17796900000000002,51.561383
40,-0.162661,51.558527000000005
41,-0.124455,51.527771
42,-0.155721,51.542852
43,-0.12678299999999998,51.514615
44,-0.142044,51.547574
45,-0.201348,51.551339
46,-0.19629100000000002,51.54717
47,-0.168267,51.541799
48,-0.12928499999999998,51.525653000000005
49,-0.140816,51.551159999999996
50,-0.126776,51.533392
51,-0.178418,51.557712
52,-0.180383,51.556564
53,-0.137223,51.54274
54,-0.16708699999999999,51.548183
55,-0.13195,51.538734999999996
56,-0.176189,51.561859000000005
57,-0.14691500000000002,51.561886
58,-0.15161,51.550340999999996
59,-0.174747,51.544553
60,-0.132569,51.543690999999995
61,-0.11327000000000001,51.524219
62,-0.172948,51.549129
63,-0.198703,51.542711
64,-0.16241,51.548991
65,-0.126164,51.526188
66,-0.14689100000000002,51.559269
67,-0.137544,51.521091
68,-0.151781,51.543627
69,-0.12456099999999999,51.521684
70,-0.180038,51.539536
71,-0.125113,51.517376
72,-0.115659,51.517693
73,-0.15368099999999998,51.550131
74,-0.12671500000000002,51.545774
75,-0.143752,51.5368
76,-0.124374,51.518516
77,-0.122498,51.528728
78,-0.130109,51.525253
79,-0.11765899999999999,51.530018
80,-0.127694,51.533874
81,-0.125635,51.518005
82,-0.141112,51.531174
83,-0.190628,51.537587
84,-0.15775999999999998,51.552354
85,-0.142099,51.542691
86,-0.135821,51.55198
87,-0.1925,51.553298999999996
88,-0.149277,51.537822999999996
89,-0.175983,51.550057
90,-0.16305799999999998,51.545449
91,-0.14563299999999998,51.538782
92,-0.140824,51.54956
93,-0.17169,51.543471000000004
94,-0.159613,51.552545
95,-0.193162,51.552248
96,-0.130254,51.517845
97,-0.12568900000000002,51.517736
98,-0.13479100000000002,51.549644
99,-0.195431,51.548856
100,-0.152863,51.564273
101,-0.190242,51.545871999999996
102,-0.138101,51.544885
103,-0.111851,51.522649
104,-0.11299200000000001,51.521885
105,-0.133935,51.526519
106,-0.127637,51.533854999999996
107,-0.117126,51.529659
108,-0.161962,51.547581
109,-0.18818,51.546217999999996
110,-0.12128599999999999,51.516515000000005
111,-0.13730599999999998,51.534711
112,-0.182074,51.54562
113,-0.153285,51.539972
114,-0.14410699999999999,51.539432
115,-0.13158,51.548819
116,-0.127853,51.528228999999996
117,-0.2016,51.551145
118,-0.172852,51.554775
119,-0.150919,51.546040999999995
120,-0.1957,51.539868
121,-0.13473,51.542691
122,-0.172741,51.551077
123,-0.160781,51.552194
124,-0.198183,51.554411
125,-0.11717899999999999,51.528014
126,-0.181062,51.567735
127,-0.157685,51.540293
128,-0.158556,51.556215
129,-0.18904300000000002,51.562615
130,-0.125702,51.525857
131,-0.16731400000000002,51.555093
132,-0.119406,51.5184
133,-0.12995,51.517866999999995
134,-0.136666,51.5539
135,-0.13128199999999998,51.531108
136,-0.135015,51.524772999999996
137,-0.15928900000000001,51.553789
138,-0.183658,51.543521999999996
139,-0.195306,51.549817
140,-0.18069000000000002,51.551767
141,-0.143246,51.563402
142,-0.141997,51.547672
143,-0.18446600000000002,51.55982
144,-0.133702,51.54808
145,-0.192075,51.557105
146,-0.140232,51.554532
147,-0.148984,51.570254
148,-0.131469,51.542379
149,-0.208335,51.551176
150,-0.124946,51.518291
151,-0.17522100000000002,51.560819
152,-0.140454,51.532818
153,-0.144096,51.531545
154,-0.180144,51.563638
155,-0.12481500000000001,51.514107
156,-0.139552,51.535844
157,-0.191389,51.538047999999996
158,-0.164553,51.543413
159,-0.170281,51.557369
160,-0.192439,51.541733
161,-0.17294,51.553652
162,-0.126727,51.513877
163,-0.181898,51.567415000000004
164,-0.165715,51.553971000000004
165,-0.145781,51.542938
166,-0.125905,51.514583
167,-0.14188599999999998,51.539072999999995
168,-0.175232,51.556952
169,-0.14085799999999998,51.542716999999996
170,-0.12268699999999999,51.517131
171,-0.129628,51.517996999999994
172,-0.16659100000000002,51.551565999999994
173,-0.14165999999999998,51.529410999999996
174,-0.202399,51.551004999999996
175,-0.15043800000000002,51.549721000000005
176,-0.17039200000000002,51.555699
177,-0.15050999999999998,51.561457
178,-0.160045,51.542559999999995
179,-0.130654,51.533751
180,-0.14963900000000002,51.559816
181,-0.191582,51.537178999999995
182,-0.11581199999999998,51.517129
183,-0.151319,51.553961
184,-0.154791,51.539807
185,-0.127737,51.532454
186,-0.144368,51.559597
187,-0.12020499999999999,51.527001
188,-0.194519,51.555128
189,-0.12858599999999998,51.535678000000004
190,-0.177288,51.55675
191,-0.186975,51.539895
192,-0.119219,51.529584
193,-0.190074,51.540276
194,-0.193181,51.544496
195,-0.12759600000000001,51.533792
196,-0.108865,51.519211
197,-0.11911500000000001,51.530707
198,-0.154065,51.552421
199,-0.133299,51.522327000000004
200,-0.19661900000000002,51.540690999999995
201,-0.121593,51.523049
202,-0.144819,51.545675
203,-0.142182,51.525795
204,-0.196479,51.544232
205,-0.12346900000000001,51.523016
206,-0.12600699999999998,51.517022
207,-0.194201,51.544584
208,-0.11263800000000002,51.520333
209,-0.140094,51.540591
210,-0.160544,51.55701
211,-0.130175,51.534543
212,-0.16459100000000002,51.545347
213,-0.133771,51.522073999999996
214,-0.164246,51.546745
215,-0.161718,51.552217999999996
216,-0.15376199999999998,51.553118
217,-0.12284400000000001,51.521738
218,-0.11606099999999998,51.524012
219,-0.15071199999999998,51.56146
220,-0.132476,51.519904
221,-0.15070899999999998,51.555138
222,-0.16599,51.542123
223,-0.19204300000000002,51.551736
224,-0.143514,51.552938
225,-0.138297,51.53586
226,-0.19118,51.553484999999995
227,-0.115522,51.526934999999995
228,-0.12319100000000001,51.528362
229,-0.128054,51.520526000000004
230,-0.13356500000000002,51.533087
231,-0.12925999999999999,51.520653
232,-0.138738,51.538483
233,-0.17807699999999999,51.559397
234,-0.202954,51.554134000000005
235,-0.196056,51.552021999999994
236,-0.137882,51.535061999999996
237,-0.154098,51.538070000000005
238,-0.194484,51.545829
239,-0.154623,51.537556
240,-0.16789500000000002,51.553554999999996
241,-0.211275,51.554198
242,-0.145924,51.541916
243,-0.175826,51.552924
244,-0.190647,51.556013
245,-0.13989200000000002,51.537405
246,-0.131196,51.530035999999996
247,-0.180086,51.541587
248,-0.170176,51.541667
249,-0.126848,51.514428
250,-0.190648,51.558908
251,-0.153322,51.549748
252,-0.134959,51.527569
253,-0.13131400000000001,51.534894
254,-0.15450899999999998,51.547132
255,-0.171748,51.553517
256,-0.197301,51.551898
257,-0.137027,51.541532000000004
258,-0.147674,51.536467
259,-0.144484,51.555328
260,-0.177728,51.556208000000005
261,-0.13988299999999998,51.549634999999995
262,-0.11362,51.52587
